"","lat","long"
"599376",22.63,114.04
"599611",30.48,104.06
"599669",37.99,114.55
"599686",22.82,113.38
"599761",31.63,119.01
"599809",39.86,116.54
"599920",25.55,112.71
"599925",30.17,120.39
"599941",25.47,112.56
"599943",31.5,120.66
"599945",39.19,106.78
"599960",26.98,115.11
"599964",28.29,121.11
"599983",30.57,109.72
"600031",27.26,111.59
"600048",23.53,114.65
"600072",41.44,120.92
"600088",38.03,114.73
"600123",29.25,120.28
"600128",42.07,123.62
"600164",30.05,120.16
"600197",32.68,119.68
"600242",36.87,116.65
"600243",35.14,119.33
"600264",28.65,120.06
"600295",32.95,106.9
"600327",25.68,104.18
"600376",30.51,114.95
"600448",37.07,111.54
"600508",0.84,0.83
"600585",32.53,112.07
"600586",35.78,115.11
"600587",32.52,112.07
"600594",0.27,0.49
"600598",31.26,121.43
"600610",39.9,118.88
"600632",32.01,120.85
"600683",30.5,103.87
"600691",34.38,107.14
"600712",39.22,117.93
"600715",36.17,120.38
"600730",32.02,119.61
"600760",41.79,123.48
"600769",31.04,112.22
"600771",22.96,108.61
"600991",31.09,107.85
"601002",32.57,110.07
"601174",38.44,114.47
"601250",37.49,114.46
"601257",46.57,124.81
"601262",25.9,119.34
"601343",31.39,121.47
"601434",39.97,116.47
"601442",36.44,115.97
"601496",38.83,115.46
"601560",32.81,110.85
"601593",32.83,110.8
"601653",26.4,111.62
"601705",30.22,114.91
"601710",39.68,115.98
"601724",34.48,107.17
"601728",34.33,107.72
"601737",38.59,105.96
"601744",37.03,113.35
"601780",39.51,116.31
"601810",27.81,120.64
"601817",38.03,116.71
"601829",40.84,118.05
"601867",30.86,121.49
"601995",36.02,111.35
"602014",35.95,105.97
"602063",21.94,113.7
"602077",31.31,121.16
"602082",34.45,115.64
"602126",37.47,116.31
"602136",36.41,106.34
"602165",24.66,109.25
"602298",40.04,116.26
"602433",30.23,120.09
"602481",31.2,107.28
"602500",18.23,109.63
"602507",35.75,114.28
"602544",22.96,114.26
"602633",50.14,125.76
"602676",29.11,119.59
"602822",33.97,114.93
"602894",30.15,120.27
"602974",39.66,116.32
"603014",28.17,117
"603118",25.32,110.41
"603136",42.5,129.02
"603174",28.91,120.33
"603214",32.42,119.19
"603215",45.55,131.85
"603232",30.52,106.51
"603236",30.74,104.11
"603242",31.52,117.8
"603260",35.12,112.67
"603278",39.67,116.4
"603285",31.21,110.62
"603298",38.2,114.59
"603300",38.18,114.57
"603301",32.54,120.48
"603359",22.98,113.87
"603439",35.89,115.48
"603462",25.82,114.85
"603526",36.56,105.64
"603544",35.99,120.17
"603588",30.79,104.04
"603590",30.84,104.27
"603608",26.57,119.6
"603609",26.58,119.6
"603654",32.13,119.7
"603660",29.95,121.68
"603781",23.99,111.6
"603852",27.98,120.55
"603942",35.1,118.31
"603961",30.77,120.76
"603972",40.01,116.67
"604009",30.28,121.21
"604034",31.95,118.89
"604044",23.29,113.57
"604224",28.29,112.58
"604234",26.24,107.67
"604291",22.82,114.23
"604308",34.54,118.81
"604368",31.37,120.85
"604431",27.88,111.99
"604436",22.28,109.53
"604465",23.02,114.08
"604482",43.99,125.14
"604508",30.07,115.94
"604517",29.87,121.56
"604533",30.53,114.4
"604543",29.8,121.79
"604586",35.17,119.33
"604624",0.56,0.73
"604642",36.82,118.88
"604669",28.81,120.34
"604691",29.69,121.71
"604739",38.43,115.03
"604745",40.62,109.91
"604750",31.71,117.39
"604755",39.71,117.34
"604896",34.77,114.18
"604904",28.88,121.69
"604946",39.76,116.52
"604961",28.53,121.39
"604971",30.4,114.27
"604973",46.97,127.76
"605003",24.63,118.13
"605116",23.49,116.35
"605127",1.28,0.96
"605162",29.96,118.83
"605193",29.6,106.32
"605208",40.01,116.48
"605220",31.04,108.4
"605241",35.46,113.34
"605250",35.75,114.26
"605329",39.74,116.81
"605397",24.32,111.21
"605440",36.69,115.46
"605466",39.28,117.1
"605486",30.6,114.51
"605543",31.19,107.36
"605587",37.9,112.53
"605604",32.83,109.37
"605639",30.11,120.18
"605673",38.51,115.72
"605746",11.2,28.51
"605768",35.62,111.1
"605774",39.93,116.59
"605801",27.74,112.57
"605838",38.47,114.79
"605846",39.28,118.02
"605853",39.6,116.02
"605854",32.53,111.05
"605921",34.4,109.21
"605957",32.3,121.11
"605966",23.58,112.03
"605984",37.43,121.97
"605993",39.23,115.71
"606001",27.74,112.36
"606022",34.27,117.28
"606041",35.99,120.13
"606046",26.28,116.68
"606075",36.86,111.88
"606083",29.84,121.72
"606088",31.25,120.48
"606143",31.81,111.38
"606163",38.71,116.13
"606190",34.69,119.24
"606199",30.33,108.97
"606215",22.97,113.52
"606228",35.72,118.54
"606246",36.92,119.05
"606287",40.81,111.72
"606299",27.79,104.06
"606306",38.04,114.55
"606343",23.21,113.74
"606379",34.36,109.04
"606427",28.44,112.43
"606473",36.72,117.16
"606537",39.82,110.07
"606597",31.96,120.06
"606723",22.89,114.85
"606747",22.56,114.52
"606766",31.68,118.5
"606770",23.5,116.49
"606791",35.43,117.11
"606934",27.52,110
"606969",35.75,115.03
"606973",28.95,106.92
"606998",31.91,117.23
"607060",26.87,106.7
"607098",1.48,0.94
"607115",31.28,120.72
"607161",24.74,118.69
"607205",23.22,113.25
"607231",32.01,120.84
"607259",29.15,119.51
"607268",36.19,120.4
"607337",33.34,120.13
"607386",22.84,113.69
"607421",29.75,102.85
"607423",34.36,113.62
"607443",42.27,118.91
"607527",38.01,114.63
"607542",31.4,104.23
"607601",22.62,113.24
"607686",26.88,119.86
"607730",29.89,121.56
"607767",32.42,120.55
"607776",23.93,115.06
"607806",23.99,111.11
"607815",31.06,121.83
"607847",27.53,103.87
"607887",26.64,106.64
"607898",36.19,120.39
"607964",39.71,116.07
"607998",42.83,93.47
"608043",36.36,116.22
"608051",30.84,114.34
"608104",39.31,117.08
"608111",30.41,120.46
"608113",22.99,113.22
"608123",22.21,113.29
"608196",32.37,120.24
"608273",27.83,121.17
"608286",31.3,120.65
"608300",30.51,114.14
"608304",32.27,118.53
"608317",42.23,121.17
"608378",40.74,107.42
"608492",29.89,121.7
"608493",35.73,115.09
"608523",29.91,121.72
"608534",36.85,117.1
"608571",43.89,125.42
"608595",23.05,113.12
"608630",31.03,113.14
"608645",23.28,116.72
"608652",41.18,123.03
"608761",31.04,121.76
"608773",34.77,113.7
"608776",40,119.86
"608798",32.91,114.1
"608863",31.1,121.17
"608882",25.47,119.11
"608915",37.55,121.35
"608967",30.69,114.36
"609016",22.9,112.69
"609031",31.72,117.82
"609033",32.8,117.33
"609067",36.68,115.76
"609095",34.37,111.64
"609102",39.19,116.95
"609156",37.63,114.91
"609157",37.63,114.9
"609197",27.71,111.98
"609254",-17.9,15.97
"609259",29.55,120.77
"609303",39.4,117.08
"609326",22.94,112.98
"609364",32.16,119.59
"609374",45.23,130.93
"609404",25.04,102.79
"609408",33.59,113.66
"609423",31.34,118.86
"609469",24.35,109.35
"609470",25.45,103.79
"609482",33.26,113.49
"609483",22.89,114.49
"609552",36.21,118.16
"609627",39.07,111.75
"609654",30.82,120.96
"609663",28.44,113.53
"609666",38.87,121.61
"609734",22.22,113.54
"609763",30.69,103.92
"609782",41.13,122.96
"609839",28.16,121.02
"609840",22.25,110
"609856",28.05,120.6
"609907",29.88,121.8
"609929",39.2,117.12
"609979",30.54,103.49
"609982",34.64,110.32
"609987",31.69,120.75
"610147",31.98,119.8
"610176",28.18,120.77
"610189",36.07,120.44
"610225",36.44,113.37
"610243",30.3,121.17
"610268",35.94,114.76
"610282",29.08,119.58
"610284",29.55,103.52
"610315",31.28,120.99
"610451",36.15,120.39
"610465",22.55,113.37
"610487",23.3,116.17
"610505",34.87,113.65
"610524",24.72,118.54
"610609",28.24,117.1
"610615",33.04,118.48
"610622",34.27,108.84
"610689",33.04,118.49
"610692",22.27,113.48
"610701",31.33,118.37
"610720",39.72,116.28
"610741",39.03,117.27
"610765",0.98,1.49
"610778",34.68,112.34
"610896",37.75,112.55
"610933",31.72,117.2
"610979",41.8,123.33
"610988",41.25,86.3
"610993",26.63,117.97
"610995",29.35,104.79
"611017",46.12,126.74
"611025",25.2,114.92
"611100",1.23,0.8
"611103",35.53,120.57
"611263",22.57,113.12
"611270",39.61,119.06
"611331",25.82,104.93
"611375",33.82,113.96
"611388",22.75,113.82
"611401",45.11,124.84
"611411",26.23,119.06
"611422",34.71,113.02
"611457",29.63,111.45
"611462",30.67,114.23
"611473",22.95,113.07
"611481",39.28,115.52
"611500",31.13,107.36
"611505",31.33,104.2
"611590",22.88,113.92
"611599",30.32,121.23
"611625",22.86,112.75
"611638",30.15,121.38
"611687",30.22,120.23
"611717",30.19,120.2
"611723",39.24,117.04
"611746",34.69,113.62
"611793",30.68,104.16
"611826",28.65,121.42
"611852",47.33,130.27
"612029",39.17,106.66
"612041",37.78,116.35
"612092",34.35,107.33
"612167",35.82,115.17
"612169",24.47,109.51
"612198",30.37,120.1
"612210",35.76,116.81
"612223",30.64,114.18
"612337",0.85,0.63
"612361",40.3,116.38
"612370",31.39,120.94
"612389",26.35,106.4
"612397",22.89,113.67
"612497",40.19,116.49
"612499",22.8,113.67
"612563",35.12,118.22
"612663",36.66,118.87
"612680",29.71,106.91
"612706",30.91,120.09
"612719",32.02,120.93
"612758",38.89,115.51
"612951",38.9,115.51
"613032",29.49,106.64
"613090",43.27,128.07
"613124",40.08,116.53
"613148",32.03,112.16
"613220",31.07,104.67
"613230",39.86,116.2
"613330",23.54,113.59
"613337",26.86,106.58
"613358",29.99,104.97
"613374",29.79,118.19
"613437",26.55,106.8
"613439",30.42,120.11
"613443",40.08,119.95
"613488",36.05,120.21
"613556",31.02,121.3
"613578",31.59,120.38
"613617",43.32,124.55
"613736",31.03,106.42
"613742",34.21,113.76
"613870",23.3,116.21
"613873",32.05,120
"613955",31.06,121.22
"613985",24.67,118.15
"614116",36.13,120.51
"614133",37.67,116.06
"614307",29.26,106.22
"614317",32.64,115.58
"614420",32.11,114.47
"614499",31.13,104.4
"614544",45.73,126.58
"614559",31,114.58
"614720",37.12,110.71
"614802",29.73,103.58
"614872",36.2,113.13
"614901",37.15,114.58
"614942",33.54,113.99
"615030",37.3,121.27
"615115",33.16,108.25
"615125",36.09,103.67
"615283",22.59,114.9
"615296",44.56,120.9
"615397",33.23,117.62
"615460",39.68,116.48
"615543",39.27,113.56
"615553",24.67,116.16
"615695",28.1,113.02
"615714",24.41,111.56
"615734",27.03,102.53
"615848",23.14,104.68
"615916",31.98,118.85
"615993",31.43,104.64
"616145",38.49,106.24
"616239",22.94,114.03
"616327",31.11,121.69
"616534",23.35,116.37
"616540",29.14,121.04
"616617",31.13,121.54
"616621",31.14,121.55
"616855",35.41,119.46
"617003",30.74,104.51
"617031",38.04,112.25
"617126",23.43,108.61
"617137",40.12,94.6
"617186",24.4,113.54
"617208",24.58,113.6
"617241",34.57,112.61
"617358",30.85,106.1
"617387",38.45,115.66
"617401",26.25,106.06
"617414",31.1,121.43
"617490",23.26,113.84
"617866",37.28,122.06
"618099",30.72,113.53
"618201",30.55,119.95
"618210",30.01,103.78
"618272",33.75,119.26
"618336",0.04,0.17
"618374",22.56,113.99
"618383",29.84,119.85
"618447",22.54,113.05
"618463",31.15,114.34
"618474",30.77,104.11
"618506",38.65,116.43
"618582",39.51,110.37
"618584",35.96,116.75
"618598",26.9,112.56
"618740",24.88,118.63
"618760",28.43,116.44
"618828",29.23,91.77
"618895",24.87,118.56
"618898",34.41,114.22
"618932",27.13,117.43
"619053",23.19,110.87
"619136",31.54,120.42
"619138",30.71,121.05
"619144",30.9,111.35
"619240",22.2,110.23
"619308",23.33,113.25
"619314",37.66,114.67
"619331",39.97,116.69
"619402",40.18,122.04
"619469",26.95,118.85
"619576",37.31,122.09
"619606",36.8,106.01
"619608",35.21,115.12
"619745",1.2,1.04
"619764",31.35,121.44
"619798",35.77,117.08
"619814",35.43,116
"619930",42.09,121.63
"620008",1.39,0.79
"620109",32.13,112.76
"620163",39.31,116.97
"620192",22.82,108.27
"620256",31.42,120.51
"620367",36.85,118.76
"620443",30.06,115.35
"620556",24.36,116.53
"620568",30.58,104
"620649",23.08,114.2
"620667",34.38,117.21
"620668",34.39,117.21
"620671",33.11,120.42
"620755",30.93,121.18
"620912",23.45,113.39
"620914",21.26,110.39
"620938",33.56,113.9
"620965",34.86,113.65
"620984",28.86,118.83
"621009",29.84,121.54
"621115",22.69,113.31
"621137",22.73,114.16
"621140",36.11,103.62
"621163",25.61,119.41
"621247",25.84,113.24
"621354",37.38,121.62
"621358",33.04,111.99
"621367",28.94,116.45
"621389",30.54,104.04
"621394",31.24,118.56
"621409",30.98,120.67
"621412",0.94,1.16
"621441",32.14,120.19
"621733",45.51,124.29
"621919",29.72,121.86
"622057",24.99,102.68
"622063",39.82,118.57
"622118",33.02,112.55
"622193",22.9,113.72
"622376",39.74,118.47
"622403",32.05,118.61
"622503",37.64,112.57
"622543",23.51,113.26
"622645",39.33,116.93
"622674",30.91,120.62
"622798",30.07,118.57
"622816",28.28,121.27
"622818",21.59,110.93
"622822",27.63,113.5
"622862",33.79,114.04
"622967",39.13,121.71
"622991",38.06,118.91
"623027",30.4,120.16
"623045",29.32,120.13
"623062",30.07,111.28
"623197",34.18,110.16
"623367",40.11,116.24
"623401",37.38,120.12
"623564",36.45,119.89
"623642",34.17,108.91
"623680",24.54,104.19
"623702",31.28,120.65
"623704",36.09,103.63
"623743",36.89,117.75
"623833",31.17,120.46
"623943",34.41,115.05
"624127",39.94,116.54
"624140",30.29,121.16
"624144",30.07,120.64
"624161",39.79,118
"624163",30.46,120.42
"624201",29.29,104.44
"624269",41.83,123.31
"624303",23.92,112.16
"624331",35.23,113.9
"624416",34.59,110.21
"624459",30.23,121.4
"624490",30.81,104.05
"624608",23.39,113.24
"624613",30,120
"624638",27.79,112.95
"624767",37.4,120.12
"624835",36.63,115.41
"624862",35.46,114.03
"624863",41.22,111.91
"624867",39.96,116.51
"624869",41.81,123.35
"624878",30.56,120.54
"624932",37.95,112.55
"624953",30.8,104.18
"624968",23.41,113.31
"625017",35.91,112.55
"625063",32.55,119.84
"625123",30.51,120.93
"625222",33.63,114.66
"625244",30.5,103.91
"625299",36.72,117.31
"625355",31.35,119.35
"625415",40.05,116.33
"625432",19.54,110.53
"625551",38.29,116.93
"625555",40.57,109.35
"625558",29.41,115.88
"625627",31.15,121.26
"625630",33.04,112.54
"625675",31.33,120.57
"625687",23.25,113.24
"625708",23.37,114.48
"625756",27.75,112.01
"625766",39.51,115.96
"625769",25.11,102.76
"625810",40.52,111.31
"625846",32.52,120.25
"625851",32.89,108.5
"625859",44.14,87.52
"625868",37.55,121.38
"625923",40.32,116.7
"625935",34.34,112.97
"625939",37.09,116.13
"626017",31.1,121.77
"626052",25.28,110.31
"626057",22.69,114.15
"626156",25.83,118.73
"626198",25.67,114.74
"626228",38.63,117.41
"626242",34.18,113.36
"626243",37.77,112.62
"626246",35.27,113.54
"626383",34.8,113.08
"626445",27.43,109.68
"626594",22.43,113.38
"626598",36.88,116.22
"626602",30.66,111.34
"626647",32.17,112.37
"626698",22.69,114.03
"626706",35.24,115.43
"626795",27.53,119.58
"626826",29.66,91.19
"626845",36.29,113.72
"626854",1.09,0.77
"626872",39.26,115.8
"626917",22.57,113.51
"626918",33.8,119.79
"626994",39.77,116.2
"627014",39.02,115.65
"627045",37.15,111.82
"627047",35.59,112.98
"627076",23.02,106.65
"627147",30.74,104.15
"627152",30.72,116.47
"627158",31.66,103.83
"627162",36.35,118.53
"627201",21.77,108.35
"627216",41.9,123.48
"627262",34.95,115.01
"627275",39.54,122.3
"627325",29.41,113.18
"627338",29.28,120.2
"627348",34.57,113.35
"627353",38.66,115.22
"627360",35.84,115.12
"627399",33.33,113.53
"627400",30.54,114.13
"627549",32.53,119.71
"627621",30.46,113.6
"627671",34.93,119.07
"627709",25.99,119.19
"627749",27.08,111.35
"627768",28.65,112.9
"627777",43.49,126.51
"627823",39.04,117.19
"627934",39.98,117.07
"627985",26.89,119.99
"628107",38.27,106.26
"628151",26.4,118.92
"628160",31.61,120.24
"628181",32.28,119.49
"628274",37.89,118.52
"628329",32.84,114.93
"628358",26.01,113.86
"628387",39.89,116.6
"628391",22.82,113.02
"628397",28.11,120.97
"628418",39.4,115.69
"628474",23.12,114.4
"628482",33.45,114.03
"628806",28.63,115.87
"628825",32.56,115.46
"628831",32.71,115.63
"628857",36.88,122.42
"628952",29.54,120.94
"629049",22.74,114.48
"629121",34.8,113.77
"629134",39.23,118.99
"629137",24.65,118.59
"629180",36.84,118.17
"629184",27.81,114.89
"629207",27.72,112.45
"629240",45.84,127.9
"629244",39.15,115.83
"629309",36.17,117.71
"629314",31.89,118.83
"629373",40.6,115.08
"629427",30.48,106.64
"629433",41.79,123.15
"629457",35.12,105.35
"629473",36.29,120.03
"629536",35.79,114.65
"629539",37.33,118.07
"629551",22.8,113.89
"629579",23.24,113.26
"629594",35.84,117.73
"629597",30,120.74
"629640",46.6,124.89
"629689",30.47,114.14
"629720",33.36,110.56
"629740",39.26,117.12
"629766",34.53,117.99
"629775",30.39,120.31
"629796",33.59,115.96
"629799",30.33,115.82
"629908",46.07,130.01
"630006",39.03,115.66
"630036",35.39,116.37
"630038",42.41,125.52
"630107",24.76,118.53
"630124",29.66,115.95
"630131",40.83,114.88
"630132",32.58,116.77
"630172",33.08,114.63
"630181",36.62,114.42
"630186",36.59,114.41
"630220",27.26,111.45
"630253",22.52,113.89
"630292",37.64,114.91
"630315",24.75,118.67
"630322",34.18,112.83
"630368",25.77,116.36
"630429",31.29,120.69
"630462",35.09,118.33
"630547",18.27,109.5
"630738",36.44,119.23
"630763",32.05,112.12
"630770",31.7,119.93
"630810",27.29,120.18
"630823",41.13,122.94
"630861",38.28,116.86
"630894",38.16,115.64
"630931",31.11,121.58
"630983",22.95,112.96
"630985",39.73,116.16
"631075",31.19,121.75
"631103",27.73,100.75
"631109",31.29,121.48
"631326",31.89,119.08
"631360",22.81,113.73
"631362",40.63,109.87
"631500",40.22,116.2
"631531",35.07,117.3
"631541",35.9,120.06
"631565",25.5,119.08
"631662",22.38,112.69
"631693",27.62,112.74
"631835",39.83,119.39
"631883",34.78,117.13
"632074",37.89,115.25
"632087",23.97,111.99
"632141",31.04,120.57
"632157",35.41,110.85
"632171",39.75,109.85
"632193",40.11,116.21
"632199",38,115.9
"632254",35.91,115.36
"632264",30.43,113.95
"632378",25.95,119.41
"632421",26.4,106.23
"632486",19.98,110.28
"632509",29.91,121.82
"632511",32.77,119.74
"632518",39.07,116.49
"632541",32.16,119.66
"632614",32.28,121.25
"632616",32.61,120.47
"632649",31.02,103.95
"632693",33.99,119.82
"632701",39.84,119.41
"632774",39.82,119.51
"632784",24.32,109.39
"632789",40.11,113.12
"632801",43.87,126.49
"632866",28.51,121.38
"632944",37.74,112.58
"632969",38.18,114.43
"633108",45.95,126.46
"633113",30.59,103.86
"633172",0.65,0.88
"633312",40.12,113.31
"633314",33.46,113.53
"633446",22.94,115.28
"633514",29.9,121.84
"633542",30.93,121.44
"633640",27.1,114.99
"633702",37.47,120.94
"633752",23.52,113.06
"633773",27.42,114.25
"633788",34.16,108.86
"633823",37.42,118.66
"633877",24.88,118.94
"633893",22.96,113.72
"633930",29.5,119.86
"633980",32.97,117.21
"633990",24.42,113.52
"634066",27,106.44
"634099",39.39,115.71
"634130",37.2,112.94
"634133",29.61,115.89
"634227",45.62,122.83
"634234",38.16,111.83
"634277",36.66,101.76
"634353",34.74,112.99
"634436",30.67,104.16
"634560",30,121.63
"634640",34.31,109.07
"634717",35.12,119.36
"634800",38.81,115.53
"634814",36.77,119.17
"634906",31.02,120.53
"634923",23.13,114.4
"634927",33.48,112.46
"634944",29.86,107.72
"634945",31.87,120.04
"635004",34.64,112.49
"635026",40.82,107.51
"635056",30.09,114.49
"635070",33.85,113.05
"635081",35.11,118.31
"635287",31.8,119.99
"635366",29.67,115.98
"635387",30.79,121.05
"635438",28.42,112.89
"635508",21.42,110.78
"635526",22.52,113.97
"635614",37.31,112.18
"635667",41.74,123.48
"635682",37.24,114.51
"635733",41.5,123.66
"635755",24.17,111.22
"635776",30.58,105.6
"635865",34.65,109.21
"635921",36.72,117.46
"635999",42.01,123.53
"636016",38.49,106.18
"636051",42.4,123.41
"636077",23.94,115.05
"636079",24.77,113.51
"636130",27.39,111.48
"636180",27.68,112.01
"636212",31.11,121.61
"636247",30.6,104.24
"636291",31.29,120.63
"636323",41.1,119.75
"636335",24.01,112.08
"636361",30.58,114.44
"636486",22.23,113.31
"636498",36.67,116.98
"636534",33.53,119.16
"636545",30.48,114.9
"636576",32.04,118.83
"636606",39.93,116.22
"636627",42.6,124.16
"636636",39.79,116.45
"636638",29.88,114.32
"636642",25.99,119.71
"636682",30.83,121.09
"636684",31.39,121.26
"636701",34.84,119.1
"636742",28.04,112.99
"636824",36.72,118.85
"636985",25.37,118.16
"637005",30.32,115.83
"637013",26.03,119.32
"637036",39.27,119.02
"637172",23.73,111.08
"637223",38.31,109.74
"637227",25.63,104.81
"637247",34.22,117.27
"637282",30.79,114.7
"637323",30.96,117.81
"637417",22.87,108.28
"637443",26.68,105.77
"637481",0.41,0.08
"637496",29.32,119.4
"637530",29.96,103.11
"637609",34.25,117.17
"637666",23.34,111.02
"637667",34.84,105.46
"637733",30.56,104.3
"637752",41.8,120.74
"637773",30.63,114.05
"637796",22.8,108.39
"637838",29.26,120.02
"637845",32.47,117.94
"637852",33.96,116.91
"637916",43.88,125.39
"637930",23.35,116.74
"637953",30.58,103.94
"638013",31.49,119.96
"638020",40.44,116.62
"638041",28.55,112.58
"638100",34.39,108.94
"638127",23.45,116.75
"638138",23.08,113.69
"638140",34.56,117.75
"638251",38.03,114.81
"638264",22.54,114.03
"638272",32.9,120.3
"638291",32.13,119.91
"638322",23.55,113.99
"638330",35.36,117.32
"638359",30.46,104.07
"638365",38.58,106.05
"638404",32.98,114.02
"638442",30.03,120.88
"638495",35.51,112.39
"638504",35.11,118.33
"638535",25.52,100.44
"638590",34.22,108.86
"638601",32.36,119.91
"638616",30.47,112.54
"638630",39.95,116.68
"638632",31.45,120.56
"638704",21.89,108.68
"638718",22.56,113.24
"638746",21.94,108.48
"638807",29.96,121.63
"638823",22.81,114.46
"638920",39.04,117.49
"638986",40.44,116.76
"639005",39.05,117.04
"639012",26.94,106.69
"639064",31.29,118.37
"639080",34.32,109.06
"639175",40.65,109.89
"639209",43.9,87.62
"639245",30,122.12
"639251",22.96,113.88
"639265",25.11,114.91
"639296",33.64,116.96
"639374",31.98,121.16
"639385",22.99,113.8
"639417",28.75,117.47
"639434",23.72,116.61
"639435",39.83,116.73
"639445",25.08,114.94
"639451",31.45,104.74
"639469",29.44,105.63
"639473",32.28,120.16
"639603",24.87,116.23
"639641",32.82,110.81
"639789",24.95,102.65
"639798",39.87,116.27
"639812",35.96,119.49
"639825",30.65,121.39
"639839",47.84,88.13
"639965",33.42,120.51
"639971",35.75,119.81
"640044",36.87,112.63
"640054",32.42,116.94
"640079",40.72,120.93
"640108",24.38,109.46
"640167",40.76,114.73
"640179",31.87,117.35
"640227",-0.43,0.07
"640248",24.68,105.41
"640249",24.69,105.39
"640276",31.96,121.04
"640299",30.79,104.18
"640304",35.29,113.92
"640325",37.42,118.5
"640356",31.28,121.62
"640364",36.73,117.53
"640378",27.16,118.63
"640456",34,118.61
"640483",50.6,123.72
"640561",38.46,106.25
"640603",27.82,112.95
"640683",37.95,112.39
"640783",36.1,114.41
"640798",30.77,106.07
"640905",28.19,113.05
"640906",39.1,117.45
"640978",39.15,117.26
"641109",23.09,113
"641163",22.58,113.25
"641290",30.46,114.18
"641299",35.04,119.28
"641338",32.2,120
"641344",25.97,119.39
"641354",46.59,125.09
"641361",30.66,120.59
"641395",0.59,0.92
"641429",30.58,104.25
"641558",29.98,120.55
"641600",35.63,110.71
"641629",29.55,106.48
"641680",27.64,113.74
"641711",26.66,106.6
"641743",36.07,120.11
"641783",30.7,104.19
"641788",41.87,123.39
"641812",24.86,118.6
"641827",29.89,103.74
"641848",33.41,118.9
"641876",40.35,116.29
"642015",31.2,117.23
"642036",34.57,116.81
"642040",31.4,120.61
"642042",34.34,108.7
"642309",35.31,110.47
"642337",35.44,119.48
"642520",22.54,113.16
"642631",40.29,116.67
"642684",32.43,119.39
"642708",31.96,120.2
"642763",33.75,119.83
"642803",31.89,118.88
"642860",34.65,110.31
"642888",22.78,113.5
"642950",44.13,125.83
"642962",23.44,113.31
"643104",31.39,119.8
"643135",39.99,119.57
"643143",39.88,116.42
"643237",23.16,113.92
"643306",22.98,113.76
"643373",37.16,117.27
"643399",23.55,116.35
"643460",29.9,106.47
"643615",30.45,114.92
"643626",28.82,116.09
"643715",23.33,116.66
"643783",41.58,123.39
"643792",22.56,113.09
"643809",34.34,107.29
"643819",35.55,117.04
"643883",34.7,113.8
"643896",21.19,110.41
"643983",38.9,106.52
"644186",35.34,115.75
"644202",30.81,108.41
"644221",34.77,114.36
"644234",43.14,124.42
"644327",32.3,118.51
"644329",34.4,113.72
"644380",23.39,116.43
"644381",31.18,118.7
"644516",41.86,123.58
"644591",30.71,120.78
"644703",30.12,114.97
"644720",40.12,116.21
"644810",24.98,118.55
"644830",39.43,116.34
"644868",23.48,116.01
"644879",39.14,117.23
"644905",34.78,114.49
"645164",35.94,110.75
"645176",35.59,109.6
"645326",32.66,117.04
"645335",22.03,111.73
"645342",34.27,109.07
"645393",40.25,116.55
"645458",27.13,111.67
"645503",30.43,114.91
"645539",35.88,119.95
"645626",30.19,119.62
"645638",40.76,107.41
"645755",31.22,120.59
"645787",22.72,114.36
"645789",36.08,114.36
"645810",1.49,0.78
"645910",33.72,118.68
"645927",29.32,107.77
"646025",38.77,115.5
"646101",23.09,112.51
"646194",34.63,115.17
"646200",27.61,111.82
"646227",38.2,114.97
"646265",25.94,111.04
"646336",22.13,113.36
"646450",23.46,111.26
"646470",30.98,103.95
"646495",28.92,120.15
"646504",24.95,118.39
"646544",36.29,114.27
"646554",30.34,119.98
"646647",22.09,113.49
"646755",29.96,121.72
"646915",33.04,108.25
"646931",35.06,111.03
"647010",28.42,112.7
"647046",28.9,105.43
"647234",23.11,113.61
"647258",23.29,113.32
"647287",22.8,113.84
"647434",34.29,108.88
"647468",31.28,121.46
"647470",29.7,115.98
"647511",32.19,118.77
"647576",21.04,110.15
"647618",30.46,121.91
"647631",34.85,117.06
"647730",36.6,116.98
"647734",27.53,118.79
"647769",29.11,104.08
"647786",27.57,120.51
"648062",37.8,115.88
"648066",30.63,113.74
"648196",23.04,114.57
"648323",35.3,116.48
"648375",34.48,109.45
"648376",34.48,109.48
"648558",30.09,120.83
"648658",40.02,116.96
"648669",35.04,118.39
"648734",37.88,112.5
"648746",44.02,87.34
"648789",39.32,117.81
"648810",29.68,109.16
"648825",22.79,113.16
"648827",37.52,121.25
"648892",35,119.06
"649010",30.79,104.24
"649054",34.36,119.11
"649161",24.95,118.48
"649184",22.18,113.53
"649233",42.68,125.52
"649248",37.86,112.49
"649323",29.26,106.26
"649349",34.78,114.32
"649382",31.69,120.72
"649403",31.15,121.61
"649425",30.23,104.57
"649525",24.78,110.59
"649551",33.3,120.2
"649589",22.75,114.21
"649637",22.1,113.87
"649675",39.96,120.15
"649711",30.84,114.33
"649789",23.3,116.19
"649959",24.63,118.05
"649985",37.45,115.03
"650123",0.14,0.23
"650341",33.91,114.15
"650433",32.49,113.66
"650463",34.32,107.98
"650470",30.31,108.36
"650553",35.29,115.4
"650564",31.02,113.75
"650623",35.75,119.89
"650705",35.3,113.85
"650834",35.66,111.18
"650845",27.92,113.07
"650894",31.62,121.83
"650941",31.02,121.57
"651075",30.74,104.04
"651135",29.74,120.25
"651251",42.47,123.56
"651341",40.1,116.62
"651633",22.31,114.03
